date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:11:04	4034/4034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22fc2-57c83acba3e00%22	https://preview.colorlib.com/theme/jobportal/fonts/flaticon/font/Flaticon.eot	C:/Users/LOUTFY%20EL%20MEHDI/Desktop/folder/jobportal/preview.colorlib.com/theme/jobportal/fonts/flaticon/font/Flaticon.eot	(from https://preview.colorlib.com/theme/jobportal/css/flaticon.css)
15:11:04	313199/313199	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%224c76f-57c83ae1931c0%22	https://preview.colorlib.com/theme/jobportal/fonts/ionicons/fonts/ionicons.svg?v=4.0.0-19	C:/Users/LOUTFY%20EL%20MEHDI/Desktop/folder/jobportal/preview.colorlib.com/theme/jobportal/fonts/ionicons/fonts/ionicons580c.svg	(from https://preview.colorlib.com/theme/jobportal/css/ionicons.min.css)
15:11:04	4034/4034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22fc2-57c83acba3e00%22	https://preview.colorlib.com/theme/jobportal/fonts/flaticon/font/Flaticon.eot?	C:/Users/LOUTFY%20EL%20MEHDI/Desktop/folder/jobportal/preview.colorlib.com/theme/jobportal/fonts/flaticon/font/Flaticond41d.eot	(from https://preview.colorlib.com/theme/jobportal/css/flaticon.css)
15:11:04	2632/2632	---M--	200	added ('OK')	font/woff	etag:%22a48-57c83acd8c280%22	https://preview.colorlib.com/theme/jobportal/fonts/flaticon/font/Flaticon.woff	C:/Users/LOUTFY%20EL%20MEHDI/Desktop/folder/jobportal/preview.colorlib.com/theme/jobportal/fonts/flaticon/font/Flaticon.woff	(from https://preview.colorlib.com/theme/jobportal/css/flaticon.css)
15:11:05	3856/3856	---MCZ	200	added ('OK')	font/ttf	etag:W/%22f10-57c83acc98040%22	https://preview.colorlib.com/theme/jobportal/fonts/flaticon/font/Flaticon.ttf	C:/Users/LOUTFY%20EL%20MEHDI/Desktop/folder/jobportal/preview.colorlib.com/theme/jobportal/fonts/flaticon/font/Flaticon.ttf	(from https://preview.colorlib.com/theme/jobportal/css/flaticon.css)
15:11:05	18367/18367	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2247bf-57c83acc98040%22	https://preview.colorlib.com/theme/jobportal/fonts/flaticon/font/Flaticon.svg	C:/Users/LOUTFY%20EL%20MEHDI/Desktop/folder/jobportal/preview.colorlib.com/theme/jobportal/fonts/flaticon/font/Flaticon.svg	(from https://preview.colorlib.com/theme/jobportal/css/flaticon.css)
15:11:06	307332/307332	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%224b084-57c83a926b700%22	https://preview.colorlib.com/theme/jobportal/fonts/icomoon/icomoon.eot?6tt51o	C:/Users/LOUTFY%20EL%20MEHDI/Desktop/folder/jobportal/preview.colorlib.com/theme/jobportal/fonts/icomoon/icomoonccfb.eot	(from https://preview.colorlib.com/theme/jobportal/css/icomoon.css)
15:11:06	307244/307244	---M--	200	added ('OK')	font/woff	etag:%224b02c-57c83aa1adb00%22	https://preview.colorlib.com/theme/jobportal/fonts/icomoon/icomoon.woff?6tt51o	C:/Users/LOUTFY%20EL%20MEHDI/Desktop/folder/jobportal/preview.colorlib.com/theme/jobportal/fonts/icomoon/icomoonccfb.woff	(from https://preview.colorlib.com/theme/jobportal/css/icomoon.css)
15:11:06	307168/307168	---MCZ	200	added ('OK')	font/ttf	etag:W/%224afe0-57c83a9a0c900%22	https://preview.colorlib.com/theme/jobportal/fonts/icomoon/icomoon.ttf?6tt51o	C:/Users/LOUTFY%20EL%20MEHDI/Desktop/folder/jobportal/preview.colorlib.com/theme/jobportal/fonts/icomoon/icomoonccfb.ttf	(from https://preview.colorlib.com/theme/jobportal/css/icomoon.css)
15:11:06	935341/935341	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e45ad-57c83aa1adb00%22	https://preview.colorlib.com/theme/jobportal/fonts/icomoon/icomoon.svg?6tt51o	C:/Users/LOUTFY%20EL%20MEHDI/Desktop/folder/jobportal/preview.colorlib.com/theme/jobportal/fonts/icomoon/icomoonccfb.svg	(from https://preview.colorlib.com/theme/jobportal/css/icomoon.css)
15:11:06	36669/36669	---M--	200	added ('OK')	image/jpeg	etag:%228f3d-57c83a4bd9080%22	https://preview.colorlib.com/theme/jobportal/images/about.jpg	C:/Users/LOUTFY%20EL%20MEHDI/Desktop/folder/jobportal/preview.colorlib.com/theme/jobportal/images/about.jpg	(from https://preview.colorlib.com/theme/jobportal/about.html)
15:11:07	77874/77874	---M--	200	added ('OK')	image/jpeg	etag:%2213032-57c83a5656940%22	https://preview.colorlib.com/theme/jobportal/images/image_6.jpg	C:/Users/LOUTFY%20EL%20MEHDI/Desktop/folder/jobportal/preview.colorlib.com/theme/jobportal/images/image_6.jpg	(from https://preview.colorlib.com/theme/jobportal/blog.html)
15:11:07	73407/73407	---M--	200	added ('OK')	image/jpeg	etag:%2211ebf-57c83a546e4c0%22	https://preview.colorlib.com/theme/jobportal/images/image_5.jpg	C:/Users/LOUTFY%20EL%20MEHDI/Desktop/folder/jobportal/preview.colorlib.com/theme/jobportal/images/image_5.jpg	(from https://preview.colorlib.com/theme/jobportal/blog.html)
